,temp,dewp,stp,visib,wdsp,mxpsd,max,min,prcp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud,prim_key,date
11563,63.2,46.6,978.5,10.0,8.4,13.0,77.0,51.1,0.15,0,0,0,0,0,0,722190_13874,2017-04-01
11564,51.5,33.5,993.5,10.0,5.8,15.0,61.0,41.0,0.16,0,1,0,0,0,0,722156_53873,2017-03-02
11565,76.3,67.2,1005.4,6.9,0.9,4.1,93.2,63.0,0.0,1,0,0,0,0,0,722250_13829,2017-09-29
11566,76.8,65.8,985.4,10.0,2.8,7.0,91.0,64.9,0.0,0,0,0,0,0,0,722195_3888,2017-09-29
11567,75.2,72.6,1005.9,9.8,1.9,11.1,90.1,66.7,0.01,0,1,0,0,1,0,722250_13829,2017-06-04
11568,80.7,75.2,1007.3,10.0,3.1,8.9,91.9,72.9,0.0,0,1,0,0,0,0,722175_13860,2017-08-11
11569,65.9,59.7,1001.7,10.0,4.3,7.0,79.2,57.6,0.0,0,0,0,0,0,0,722250_13829,2017-02-23
11570,77.0,67.0,1001.2,9.7,2.5,6.0,93.9,64.9,0.0,0,0,0,0,0,0,722170_3813,2017-09-29
11571,73.2,62.5,1025.0,10.0,8.0,12.0,79.0,61.0,0.0,0,0,0,0,0,0,722137_13878,2017-04-15
11572,77.1,67.4,980.2,10.0,1.6,5.1,90.0,67.8,0.02,0,1,0,0,1,0,722270_13864,2017-07-18
11573,45.5,37.0,995.4,9.8,2.7,13.0,64.0,33.1,0.0,0,1,0,0,0,0,722197_53819,2017-02-27
11574,65.1,41.4,984.5,10.0,3.4,8.0,79.5,39.9,0.0,0,0,0,0,0,0,722270_13864,2017-04-10
11575,71.1,60.8,1004.8,9.3,1.3,12.0,86.9,58.1,0.0,0,0,0,0,0,0,722175_13860,2017-03-29
11576,80.9,69.2,1015.6,10.0,5.0,14.0,91.0,71.1,0.0,0,0,0,0,0,0,722070_3822,2017-06-14
11577,68.3,59.1,1015.0,9.9,4.4,8.9,82.9,55.0,0.0,0,0,0,0,0,0,722166_93845,2017-10-20
11578,63.8,53.6,1023.1,10.0,4.1,11.1,78.1,46.6,0.0,0,0,0,0,0,0,722090_3875,2017-03-25
11579,48.3,33.3,1002.7,9.9,2.5,9.9,69.1,27.0,0.0,0,0,0,0,0,0,722197_53819,2017-03-05
11580,69.2,55.5,1013.0,10.0,9.4,17.1,78.1,64.0,0.0,0,0,0,0,0,0,722180_3820,2017-02-12
11581,37.3,8.0,991.6,10.0,5.4,14.0,55.0,25.0,0.0,0,0,0,0,0,0,722196_53863,2017-02-04
11582,78.5,68.2,1016.0,10.0,1.5,6.0,89.8,69.8,0.01,0,0,0,0,0,0,722090_3875,2017-09-03
11583,39.4,9.9,990.1,10.0,9.9,17.1,57.0,30.9,0.01,0,0,0,0,0,0,722190_13874,2017-02-04
11584,57.9,23.4,1000.9,10.0,5.1,8.9,72.0,41.0,0.0,0,0,0,0,0,0,722181_13837,2017-02-17
11585,69.0,59.7,1001.9,7.9,4.0,8.0,84.6,56.3,0.0,1,1,0,0,0,0,722250_13829,2017-04-04
11586,68.2,55.5,1023.8,9.9,6.2,9.9,75.9,51.1,0.0,0,0,0,0,0,0,722137_13878,2017-04-10
11587,77.9,67.0,1000.0,9.9,2.4,6.0,93.9,64.0,0.0,0,0,0,0,0,0,722170_3813,2017-09-28
11588,54.4,41.6,1013.1,10.0,4.2,9.9,76.6,32.4,0.0,0,0,0,0,0,0,722175_13860,2017-02-11
11589,70.3,56.1,1012.8,10.0,5.2,11.1,82.6,60.1,0.0,0,0,0,0,0,0,722175_13860,2017-10-02
11590,75.0,66.8,1005.7,9.0,2.9,9.9,89.2,64.4,0.0,0,1,0,0,0,0,722250_13829,2017-09-25
11591,62.5,42.5,1010.6,9.8,7.7,18.1,81.0,37.0,0.0,0,1,0,0,0,0,722180_3820,2017-03-10
11592,76.7,65.9,980.0,10.0,3.5,12.0,84.7,70.0,0.0,0,0,0,0,0,0,722270_13864,2017-08-27
11593,71.1,58.2,1013.1,9.9,5.7,12.0,84.2,56.3,0.0,0,0,0,0,0,0,722175_13860,2017-04-16
11594,35.7,22.2,1036.5,10.0,1.7,8.0,48.9,25.5,0.0,0,0,0,0,0,0,722090_3875,2017-01-09
11595,61.8,42.0,1018.2,10.0,6.7,13.0,78.6,43.5,0.0,0,0,0,0,0,0,722090_3875,2017-03-19
11596,79.7,64.7,1024.3,10.0,14.8,18.1,84.0,77.0,0.01,0,1,0,0,0,0,722137_13878,2017-10-03
11597,57.3,36.6,998.2,10.0,7.3,13.0,69.1,46.0,0.0,0,0,0,0,0,0,722197_53819,2017-03-23
11598,80.0,66.5,1011.2,10.0,5.4,11.1,91.9,66.0,0.0,0,0,0,0,0,0,722166_93845,2017-05-18
11599,71.5,60.0,1006.8,9.7,3.0,8.0,88.0,55.9,0.0,0,0,0,0,0,0,722166_93845,2017-04-22
11600,68.0,57.5,980.0,9.3,2.6,7.0,84.9,52.0,0.0,0,0,0,0,0,0,723110_13873,2017-04-26
11601,39.2,14.0,1014.5,10.0,6.4,11.1,59.0,26.1,0.0,0,0,0,0,0,0,722170_3813,2017-03-16
11602,65.0,44.1,1000.4,10.0,7.5,13.0,77.0,48.9,0.0,0,0,0,0,0,0,722170_3813,2017-05-07
11603,65.4,51.9,997.4,10.0,4.9,9.9,78.1,54.0,0.0,0,0,0,0,0,0,722156_53873,2017-10-02
11604,73.5,64.6,984.6,10.0,1.4,7.0,88.0,62.1,0.0,0,0,0,0,0,0,722195_3888,2017-09-26
11605,45.8,20.8,991.3,10.0,7.0,18.1,58.5,30.9,0.0,0,0,0,0,0,0,722270_13864,2017-03-03
11606,60.7,55.3,1029.7,10.0,2.2,7.0,73.9,50.0,0.0,0,0,0,0,0,0,722137_13878,2017-01-13
11607,77.4,70.3,1006.8,8.5,3.0,8.0,90.9,67.3,0.0,0,0,0,0,0,0,722250_13829,2017-05-29
11608,82.0,68.8,983.3,7.8,4.0,11.1,93.9,71.1,0.0,0,0,0,0,0,0,722196_53863,2017-07-20
11609,60.8,50.1,989.0,10.0,6.3,12.0,72.0,48.9,0.0,0,0,0,0,0,0,722190_13874,2017-01-12
11610,66.9,51.7,1016.3,9.9,3.5,8.9,84.0,51.1,0.0,0,0,0,0,0,0,722160_13869,2017-10-20
11611,82.9,75.5,1018.5,10.0,4.5,11.1,89.1,75.9,0.0,0,1,0,0,0,0,722137_13878,2017-07-19
11612,68.4,54.3,1002.0,10.0,6.8,14.0,82.6,54.0,0.0,0,1,0,0,0,0,747810_13857,2017-02-25
11613,50.4,27.1,993.7,10.0,3.7,8.9,73.9,34.0,0.0,0,1,0,0,0,0,723110_13873,2017-03-11
11614,77.5,72.9,1009.0,9.3,2.0,18.1,90.1,69.8,0.09,0,1,0,0,1,0,747810_13857,2017-09-16
11615,62.3,44.2,979.3,10.0,5.6,12.0,77.4,46.6,0.0,0,0,0,0,0,0,722270_13864,2017-05-08
11616,45.1,24.1,1020.2,10.0,9.2,14.0,55.0,36.0,0.0,0,0,0,0,0,0,722137_13878,2017-03-15
11617,69.4,65.2,1007.0,9.6,4.3,8.0,80.6,63.9,0.44,0,1,0,0,0,0,747804_13824,2017-06-08
11618,48.1,42.2,1014.8,10.0,6.9,12.0,68.7,40.3,0.05,0,1,0,0,0,0,722250_13829,2017-03-12
11619,68.0,52.9,979.6,10.0,4.9,9.9,84.0,52.0,0.01,0,0,0,0,0,0,722196_53863,2017-05-26
11620,63.8,41.2,998.8,9.9,2.3,8.0,82.0,37.0,0.0,0,0,0,0,0,0,723200_93801,2017-04-10
11621,67.5,44.7,978.4,10.0,2.6,9.9,82.9,49.1,0.0,0,0,0,0,0,0,722270_13864,2017-05-03
11622,56.0,37.1,1015.9,10.0,2.3,8.0,72.3,39.7,0.0,0,0,0,0,0,0,722090_3875,2017-04-08
11623,65.1,51.7,975.6,10.0,3.8,8.9,78.1,51.1,0.0,0,0,0,0,0,0,722196_53863,2017-02-24
11624,80.3,69.0,1005.2,8.4,0.8,4.1,95.0,66.9,0.0,0,0,0,0,0,0,723160_13870,2017-09-28
11625,33.3,18.2,1027.5,10.0,6.1,8.9,44.1,25.0,0.72,0,0,0,0,0,0,723160_13870,2017-01-08
11626,67.3,58.3,1009.3,9.9,6.0,8.9,81.0,57.9,0.0,1,0,0,0,0,0,722070_3822,2017-02-24
11627,78.9,63.5,1004.2,10.0,5.0,14.0,89.1,66.9,0.0,0,0,0,0,0,0,722255_93842,2017-06-28
11628,77.4,63.8,1002.6,10.0,3.6,7.0,88.0,68.0,0.0,0,0,0,0,0,0,722255_93842,2017-09-02
11629,77.9,72.3,1005.2,9.6,4.4,25.1,94.5,72.5,0.0,1,1,0,0,1,0,722175_13860,2017-07-16
11630,74.3,58.8,998.5,10.0,4.2,8.9,86.0,64.0,0.08,0,0,0,0,0,0,722255_93842,2017-05-14
11631,73.6,61.8,1002.6,9.5,4.0,11.1,88.0,59.0,0.0,0,0,0,0,0,0,723160_13870,2017-04-23
11632,81.1,73.4,1012.5,9.7,5.8,12.0,92.5,75.2,0.06,0,1,0,0,1,0,722090_3875,2017-07-24
11633,81.5,76.0,1011.5,9.8,3.7,15.0,91.8,76.5,0.81,0,1,0,0,1,0,747804_13824,2017-08-14
11634,81.1,72.0,990.9,9.8,1.1,6.0,95.0,71.1,0.0,0,0,0,0,0,0,723110_13873,2017-07-19
11635,74.5,64.9,1017.2,10.0,8.6,14.0,86.0,66.0,0.0,0,0,0,0,0,0,722166_93845,2017-10-04
11636,78.9,71.3,993.5,9.9,1.7,6.0,93.0,64.9,0.0,0,0,0,0,0,0,722156_53873,2017-08-21
11637,75.1,67.6,1004.0,9.5,3.3,9.9,87.1,66.9,0.09,0,1,0,0,0,0,722170_3813,2017-05-22
11638,77.9,61.6,1000.2,10.0,5.0,9.9,89.1,71.1,0.0,0,0,0,0,0,0,722255_93842,2017-08-29
11639,80.0,71.7,1008.0,10.0,3.8,11.1,93.6,70.3,0.0,0,0,0,0,0,0,747810_13857,2017-07-22
11640,80.0,63.6,1003.0,10.0,6.0,9.9,91.9,69.1,0.0,0,0,0,0,0,0,722181_13837,2017-09-17
11641,48.1,24.8,993.0,10.0,3.9,8.9,71.1,37.9,0.0,0,1,0,0,0,0,722195_3888,2017-03-11
11642,53.2,27.0,1020.4,10.0,8.1,14.0,70.9,41.0,0.0,0,0,0,0,0,0,747810_13857,2017-03-03
11643,66.1,60.4,1001.0,10.0,6.7,11.1,76.6,56.7,0.02,0,1,0,0,0,0,747810_13857,2017-02-22
11644,76.5,59.1,1001.0,10.0,1.9,8.0,89.1,62.1,0.0,0,0,0,0,0,0,722255_93842,2017-05-15
11645,84.4,73.9,1009.1,9.5,4.1,7.0,96.1,75.0,0.0,0,0,0,0,0,0,723160_13870,2017-08-16
11646,71.9,61.5,1008.8,9.8,6.8,18.1,84.9,59.7,0.11,0,1,0,0,0,0,722090_3875,2017-04-04
11647,42.0,29.4,985.2,10.0,3.3,8.9,57.0,28.0,0.0,0,0,0,0,0,0,722197_53819,2017-01-05
11648,80.2,70.5,1004.9,10.0,4.1,7.0,92.5,70.3,0.18,0,0,0,0,0,0,747810_13857,2017-06-18
11649,83.9,69.6,1000.8,10.0,5.3,8.9,96.1,73.9,0.1,0,0,0,0,0,0,722181_13837,2017-07-22
11650,75.1,58.6,1006.7,10.0,4.1,8.0,88.0,64.0,0.39,0,0,0,0,0,0,722255_93842,2017-04-20
11651,75.5,68.5,1008.6,9.6,3.3,9.9,84.6,69.6,0.01,0,1,0,0,0,0,722175_13860,2017-05-31
11652,65.4,63.0,1007.8,9.7,8.0,15.9,77.0,59.0,0.27,0,1,0,0,1,0,747804_13824,2017-02-08
11653,52.4,34.9,966.1,10.0,6.3,13.0,68.0,39.9,0.0,0,0,0,0,0,0,722185_53838,2017-01-25
11654,58.8,42.2,978.3,10.0,7.3,12.0,73.0,46.0,0.01,0,1,0,0,0,0,722196_53863,2017-05-07
11655,73.9,64.5,991.5,9.7,1.2,4.1,89.1,61.0,0.0,0,0,0,0,0,0,722156_53873,2017-08-01
11656,70.5,65.3,986.2,8.0,1.6,6.0,80.1,57.0,0.0,0,0,0,0,0,0,722197_53819,2017-09-14
11657,76.0,71.0,1000.6,9.7,5.4,14.0,86.5,70.7,0.35,0,1,0,0,1,0,722175_13860,2017-06-05
11658,60.4,51.5,1015.9,10.0,1.1,6.0,77.0,46.9,0.0,0,0,0,0,0,0,722255_93842,2017-01-13
11659,56.8,39.0,1011.6,9.1,1.7,9.9,80.6,34.0,0.0,1,0,0,0,0,0,722250_13829,2017-04-09
11660,52.8,26.7,1027.1,9.6,5.9,11.1,68.0,36.0,0.0,0,0,0,0,0,0,722160_13869,2017-03-04
11661,73.9,63.6,980.5,10.0,3.0,8.9,88.0,64.9,0.0,0,0,0,0,0,0,747812_63813,2017-09-24
11662,62.4,44.7,988.0,10.0,4.2,9.9,81.0,46.0,0.0,0,0,0,0,0,0,723110_13873,2017-05-08
11663,76.2,66.8,1007.2,9.5,2.7,6.0,89.4,64.4,0.0,0,0,0,0,0,0,722175_13860,2017-09-17
11664,76.5,68.3,1006.4,9.8,2.6,7.0,86.0,70.0,0.06,0,0,0,0,0,0,722170_3813,2017-06-13
11665,49.9,41.0,997.7,9.6,3.4,9.9,72.0,39.9,0.0,0,1,0,0,0,0,723200_93801,2017-02-02
11666,78.6,71.5,1014.0,8.7,1.6,8.0,91.4,70.7,0.01,1,1,0,0,0,0,747804_13824,2017-09-21
11667,33.2,14.0,1034.2,10.0,2.1,8.0,46.9,24.1,0.0,0,0,0,0,0,0,722180_3820,2017-01-09
11668,54.2,34.0,1003.3,10.0,5.5,12.0,68.0,39.9,0.0,0,0,0,0,0,0,723200_93801,2017-03-23
11669,48.5,29.8,1019.4,10.0,2.2,6.0,73.2,22.1,0.0,0,0,0,0,0,0,722250_13829,2017-03-17
11670,64.2,44.1,1005.1,10.0,6.5,17.1,77.0,52.0,0.08,0,1,0,0,0,0,722170_3813,2017-03-10
11671,80.7,69.4,1012.4,9.4,3.9,9.9,91.9,73.0,0.0,0,0,0,0,0,0,722160_13869,2017-05-30
11672,69.4,50.7,1004.5,10.0,6.6,14.0,87.1,55.9,0.0,0,0,0,0,0,0,722170_3813,2017-03-21
11673,68.9,57.1,1022.7,10.0,3.9,9.9,81.9,56.1,0.0,0,0,0,0,0,0,722090_3875,2017-04-16
11674,74.7,67.2,990.4,10.0,3.9,11.1,87.1,63.0,0.0,0,0,0,0,0,0,722197_53819,2017-04-29
11675,72.4,63.4,1007.3,10.0,4.4,9.9,83.1,59.9,0.0,0,0,0,0,0,0,747804_13824,2017-04-26
11676,82.4,73.3,987.2,9.7,2.4,6.0,98.1,71.1,0.0,0,0,0,0,0,0,723110_13873,2017-07-22
11677,73.1,61.6,1002.1,9.2,2.7,9.9,84.7,64.0,0.0,0,1,0,0,0,0,722250_13829,2017-06-08
11678,80.3,73.0,991.7,8.3,1.2,8.0,93.0,70.0,0.0,0,0,0,0,0,0,722156_53873,2017-07-26
11679,39.0,19.5,978.1,10.0,8.0,15.0,52.3,28.9,0.0,0,0,0,0,0,0,722270_13864,2017-01-28
11680,82.5,73.8,1014.7,9.1,2.4,6.0,95.0,72.0,0.2,0,0,0,0,0,0,722180_3820,2017-07-12
11681,82.4,66.9,981.0,10.0,3.6,8.0,91.9,69.1,0.0,0,0,0,0,0,0,722190_13874,2017-08-20
11682,65.0,58.8,1008.0,9.8,5.6,18.1,79.5,48.7,0.39,0,1,0,0,1,0,722090_3875,2017-02-08
11683,70.8,63.6,1003.5,10.0,8.9,15.9,79.9,63.0,1.19,0,1,0,0,0,0,747804_13824,2017-05-25
11684,67.5,50.3,1010.9,10.0,4.6,12.0,91.0,50.0,0.0,0,0,0,0,0,0,722180_3820,2017-03-21
11685,34.1,14.1,992.9,10.0,10.3,14.0,45.0,28.0,0.0,0,0,0,0,0,0,722195_3888,2017-03-15
11686,55.0,48.7,998.3,9.7,0.3,5.1,73.9,44.1,0.0,0,0,0,0,0,0,722156_53873,2017-01-15
11687,76.9,57.4,1001.3,10.0,4.8,12.0,89.1,62.1,0.0,0,0,0,0,0,0,722181_13837,2017-04-21
11688,46.0,25.5,992.8,10.0,1.7,6.0,66.9,30.0,0.0,0,0,0,0,0,0,723200_93801,2017-02-14
11689,77.2,67.6,1006.6,8.9,1.0,6.0,93.0,64.9,0.0,0,0,0,0,0,0,722166_93845,2017-09-29
11690,74.8,64.6,1017.2,9.4,5.1,15.9,91.4,61.7,0.0,1,0,0,0,0,0,722090_3875,2017-05-17
11691,83.0,72.9,1008.6,9.9,2.5,7.0,95.9,72.7,0.0,0,0,0,0,0,0,722175_13860,2017-07-05
11692,69.0,53.2,989.6,10.0,4.4,12.0,82.0,55.9,0.0,0,0,0,0,0,0,722196_53863,2017-04-15
11693,62.0,42.6,991.3,10.0,9.2,14.0,71.1,43.0,0.0,0,1,0,0,0,0,722190_13874,2017-03-06
11694,71.6,57.3,1019.0,10.0,11.3,15.0,86.0,64.0,0.0,0,0,0,0,0,0,722070_3822,2017-10-01
11695,36.9,9.5,988.0,10.0,6.6,12.0,52.5,23.4,0.0,0,0,0,0,0,0,722270_13864,2017-03-16
11696,80.0,73.1,1015.3,10.0,5.6,9.9,90.0,74.3,0.37,0,1,0,0,0,0,747804_13824,2017-08-05
11697,82.4,70.6,1007.2,10.0,2.2,7.0,95.0,72.0,0.0,0,0,0,0,0,0,722170_3813,2017-07-12
11698,80.1,71.7,986.3,9.0,3.2,8.9,91.9,70.0,0.0,0,0,0,0,0,0,722197_53819,2017-08-23
11699,53.7,42.4,1004.6,10.0,4.7,8.9,67.1,39.9,0.0,0,0,0,0,0,0,747810_13857,2017-01-05
11700,55.7,43.0,980.7,10.0,5.0,9.9,68.0,45.0,0.0,0,0,0,0,0,0,722185_53838,2017-10-18
11701,51.0,26.0,1003.5,10.0,8.9,13.0,71.1,37.0,0.0,0,0,0,0,0,0,722175_13860,2017-02-16
11702,80.2,57.7,1002.1,10.0,3.2,8.0,90.0,70.0,0.0,0,0,0,0,0,0,722181_13837,2017-06-27
11703,68.5,55.8,989.9,10.0,4.8,12.0,77.9,57.6,0.0,0,0,0,0,0,0,722270_13864,2017-10-03
11704,73.9,64.8,1017.4,10.0,8.9,15.0,84.0,66.0,0.0,0,0,0,0,0,0,722166_93845,2017-10-03
11705,73.3,63.0,983.9,9.8,6.5,12.0,87.1,66.9,0.03,0,1,0,0,0,0,722196_53863,2017-06-25
11706,80.8,71.6,1014.2,10.0,3.6,9.9,91.2,68.9,0.0,0,1,0,0,0,0,722090_3875,2017-09-05
11707,78.3,70.0,982.8,10.0,1.4,6.0,90.0,68.0,0.0,0,0,0,0,0,0,723110_13873,2017-06-17
11708,72.2,50.5,1005.9,10.0,11.6,18.1,84.0,64.0,0.0,0,0,0,0,0,0,722255_93842,2017-10-01
11709,60.6,44.2,1003.9,10.0,5.0,15.0,72.0,52.0,0.0,0,1,0,0,0,0,723200_93801,2017-03-06
11710,78.2,69.6,1007.4,9.8,1.2,8.0,90.7,68.4,0.0,0,1,0,0,0,0,747810_13857,2017-06-03
11711,47.9,32.4,1026.5,10.0,6.1,13.0,71.2,37.9,0.0,0,0,0,0,0,0,747804_13824,2017-02-10
11712,77.1,68.0,995.5,10.0,2.1,5.1,91.0,64.0,0.0,0,0,0,0,0,0,723200_93801,2017-08-02
11713,73.6,66.0,1004.0,7.2,1.8,5.1,89.1,60.1,0.0,0,0,0,0,0,0,722170_3813,2017-09-15
11714,66.7,50.2,984.5,10.0,8.1,11.1,75.7,55.2,0.0,0,0,0,0,0,0,722270_13864,2017-03-25
11715,79.2,66.3,982.5,9.3,0.8,5.1,93.9,66.9,0.0,0,0,0,0,0,0,722196_53863,2017-08-20
11716,75.6,63.5,1014.7,10.0,4.1,8.9,88.5,65.3,0.0,0,0,0,0,0,0,722090_3875,2017-08-01
11717,77.3,68.7,1004.3,9.7,4.4,8.0,87.1,70.0,0.02,1,1,0,0,0,0,722255_93842,2017-08-03
11718,80.3,73.8,1006.6,9.9,2.1,8.9,92.3,73.4,0.0,0,1,0,0,0,0,722175_13860,2017-10-10
11719,51.3,26.2,1023.0,10.0,6.1,15.0,68.0,32.0,0.0,0,0,0,0,0,0,722180_3820,2017-03-03
11720,71.1,43.4,980.1,10.0,4.5,11.1,82.9,50.0,0.0,0,0,0,0,0,0,722190_13874,2017-05-03
11721,77.6,71.6,1017.1,10.0,4.8,9.9,88.7,68.4,0.05,0,1,0,0,1,0,722090_3875,2017-05-21
11722,70.1,52.1,986.1,10.0,5.7,12.0,86.0,57.9,0.0,0,0,0,0,0,0,722195_3888,2017-03-21
11723,78.7,66.8,994.2,9.6,2.9,7.0,91.0,59.0,0.0,0,1,0,0,0,0,723200_93801,2017-05-18
11724,60.3,45.1,1010.7,9.6,9.0,20.0,69.1,55.9,0.0,0,1,0,0,0,0,722170_3813,2017-03-18
11725,74.7,62.3,1009.7,10.0,2.4,7.0,91.0,60.1,0.0,0,0,0,0,0,0,723160_13870,2017-08-01
11726,58.6,34.3,1000.2,10.0,4.9,11.1,73.9,44.1,0.0,0,0,0,0,0,0,722181_13837,2017-02-14
11727,57.2,45.6,1002.2,10.0,3.3,6.0,70.0,46.9,0.01,0,0,0,0,0,0,722166_93845,2017-01-24
11728,75.1,70.6,1010.1,9.6,2.0,9.9,86.7,67.3,0.0,0,1,0,0,0,0,722250_13829,2017-06-13
11729,66.2,54.3,1013.4,10.0,2.2,8.0,81.3,47.5,0.0,0,0,0,0,0,0,722175_13860,2017-04-11
11730,43.6,26.7,1005.0,10.0,8.2,14.0,53.1,36.0,0.0,0,0,0,0,0,0,722255_93842,2017-01-27
11731,78.6,63.1,983.0,10.0,3.2,7.0,90.0,68.0,0.0,0,0,0,0,0,0,722196_53863,2017-05-19
11732,80.4,75.3,1012.2,8.7,6.9,15.9,93.7,74.1,0.91,1,1,0,0,1,0,747804_13824,2017-08-25
11733,75.0,62.1,973.0,10.0,4.1,7.0,86.0,64.0,0.0,0,0,0,0,0,0,722185_53838,2017-06-02
11734,61.3,51.2,1029.0,9.4,2.2,9.9,79.0,46.9,0.0,0,0,0,0,0,0,722070_3822,2017-01-14
11735,33.1,13.0,1029.9,10.0,7.7,15.0,45.0,24.1,0.05,0,0,0,0,0,0,722160_13869,2017-01-08
11736,62.2,51.9,1019.0,10.0,7.4,12.0,70.0,57.0,0.0,0,0,0,0,0,0,723160_13870,2017-03-23
11737,74.4,64.1,974.5,9.9,1.7,6.0,86.0,64.0,0.0,0,0,0,0,0,0,722185_53838,2017-09-17
11738,55.2,33.6,983.5,10.0,2.4,7.0,77.2,38.5,0.0,0,0,0,0,0,0,722270_13864,2017-03-20
11739,79.2,67.4,1006.8,8.9,6.6,11.1,93.7,61.7,0.0,0,0,0,0,0,0,747810_13857,2017-04-28
11740,80.0,71.6,1016.5,9.5,3.1,11.1,91.0,71.1,0.0,0,0,0,0,0,0,722070_3822,2017-09-04
11741,57.3,43.1,984.9,9.9,2.2,7.0,73.9,42.1,0.0,0,0,0,0,0,0,722196_53863,2017-02-20
11742,76.7,63.7,1008.8,9.9,8.8,15.0,89.1,63.0,0.0,0,0,0,0,0,0,722070_3822,2017-04-23
11743,77.7,62.8,1003.7,10.0,3.6,8.9,84.9,69.1,0.0,0,0,0,0,0,0,722181_13837,2017-05-31
11744,40.6,14.5,1014.0,10.0,4.0,8.9,59.0,25.0,0.0,0,0,0,0,0,0,722255_93842,2017-03-16
11745,53.4,44.2,997.6,10.0,2.1,8.9,69.1,39.9,0.21,0,0,0,0,0,0,722156_53873,2017-10-17
11746,65.2,49.0,988.3,10.0,1.8,8.9,84.9,44.1,0.0,0,0,0,0,0,0,722197_53819,2017-05-03
11747,65.3,44.8,1002.8,10.0,7.8,14.0,77.0,51.6,0.0,0,0,0,0,0,0,722175_13860,2017-05-07
11748,81.5,70.1,1012.8,9.7,5.5,11.1,93.0,72.0,0.0,0,0,0,0,0,0,722180_3820,2017-08-26
11749,75.9,59.4,981.9,10.0,11.0,18.1,89.1,68.0,0.0,0,0,0,0,0,0,722190_13874,2017-09-30
11750,78.7,72.6,1015.3,7.6,3.0,17.1,92.8,68.9,0.04,1,1,0,0,1,0,722090_3875,2017-08-31
11751,81.6,73.9,994.2,9.4,2.0,7.0,96.1,71.1,0.0,0,0,0,0,0,0,723200_93801,2017-07-25
11752,83.9,70.4,1005.1,9.8,2.6,7.0,98.1,72.0,0.0,0,1,0,0,1,0,722170_3813,2017-07-20
11753,78.1,67.1,1006.1,10.0,1.9,6.0,90.0,66.0,0.0,0,0,0,0,0,0,747810_13857,2017-09-19
11754,64.4,54.8,1014.7,10.0,7.9,17.1,80.2,44.8,0.0,0,0,0,0,0,0,747804_13824,2017-03-10
11755,36.8,10.9,990.9,10.0,6.2,12.0,53.1,25.0,0.0,0,0,0,0,0,0,722196_53863,2017-03-16
11756,73.5,63.1,1014.7,10.0,5.8,9.9,86.0,66.0,0.01,0,0,0,0,0,0,722070_3822,2017-09-07
11757,58.2,46.1,1007.5,9.3,11.0,17.1,75.9,44.4,0.0,0,1,0,0,0,0,722250_13829,2017-02-09
11758,81.8,73.7,1006.0,10.0,2.8,11.1,92.8,74.8,0.0,0,0,0,0,0,0,747810_13857,2017-08-12
11759,73.4,66.8,992.5,8.4,1.0,7.0,90.0,61.0,0.0,0,1,0,0,0,0,723200_93801,2017-09-19
11760,66.1,49.3,993.4,10.0,2.3,6.0,81.0,45.0,0.0,0,0,0,0,0,0,722195_3888,2017-04-11
11761,77.1,59.9,1005.0,10.0,5.5,9.9,88.0,68.0,0.0,0,0,0,0,0,0,722255_93842,2017-06-26
11762,58.7,41.6,987.1,10.0,10.3,18.1,73.0,51.1,0.0,0,0,0,0,0,0,722190_13874,2017-10-17
11763,83.4,64.1,998.2,10.0,5.3,9.9,96.1,73.0,0.0,0,0,0,0,0,0,722255_93842,2017-08-24
11764,58.2,51.0,999.7,9.9,0.9,4.1,73.9,45.0,0.0,0,0,0,0,0,0,722195_3888,2017-01-13
11765,56.5,47.5,987.4,9.2,3.1,9.9,73.9,44.1,0.04,0,0,0,0,0,0,723110_13873,2017-02-19
11766,68.7,53.8,978.3,10.0,6.8,12.0,82.9,55.9,0.0,0,0,0,0,0,0,722190_13874,2017-05-26
11767,58.9,50.3,1013.5,9.0,0.8,5.1,77.0,45.0,0.0,0,0,0,0,0,0,722170_3813,2017-01-15
11768,72.7,63.8,983.8,9.7,3.6,9.9,84.9,66.0,0.36,0,1,0,0,1,0,722196_53863,2017-05-31
11769,66.8,50.5,1015.1,9.7,9.9,15.0,86.0,55.9,0.1,0,1,0,0,0,0,722070_3822,2017-03-02
11770,78.5,74.1,1014.3,9.3,3.3,9.9,84.2,73.4,0.42,0,1,0,0,0,0,747804_13824,2017-07-27
11771,70.4,58.7,1012.8,9.4,4.9,9.9,86.0,55.0,0.0,1,0,0,0,0,0,722180_3820,2017-03-27
11772,68.7,55.9,993.6,9.9,2.2,7.0,84.0,53.1,0.0,0,0,0,0,0,0,722195_3888,2017-04-14
11773,37.1,21.5,1036.8,10.0,2.3,6.0,47.5,27.1,0.0,0,0,0,0,0,0,747804_13824,2017-01-09
11774,81.2,68.3,1015.8,10.0,4.5,11.1,94.8,70.3,0.0,0,0,0,0,0,0,722090_3875,2017-05-30
11775,74.4,59.6,979.4,10.0,2.3,8.9,84.7,61.2,0.0,0,0,0,0,0,0,722270_13864,2017-06-10
11776,30.1,11.1,1025.2,8.5,9.0,12.0,42.3,20.7,0.0,0,0,0,0,0,0,722175_13860,2017-01-08
11777,66.6,45.0,1008.7,10.0,3.2,8.0,82.0,43.0,0.0,0,0,0,0,0,0,722255_93842,2017-04-10
