,temp,dewp,stp,visib,wdsp,mxpsd,max,min,prcp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud,prim_key,date
26495,69.5,62.1,1018.3,9.5,4.2,11.1,80.1,59.0,0.0,1,0,0,0,0,0,722225_3855,2017-04-18
26496,81.9,75.8,1014.9,10.0,5.7,13.0,90.0,75.2,0.03,0,1,0,0,0,0,722212_92814,2017-08-12
26497,79.3,75.1,1009.5,9.5,11.6,19.0,91.9,72.0,0.71,0,1,0,0,1,0,722024_12882,2017-06-08
26498,79.1,74.1,1017.5,9.6,2.3,9.9,91.9,73.9,0.03,0,1,0,0,1,0,720735_73805,2017-07-13
26499,83.2,74.9,1013.2,9.7,5.3,17.1,93.9,72.0,1.3,0,1,0,0,1,0,722011_92813,2017-07-17
26500,80.6,73.4,1010.7,9.8,2.3,15.0,91.9,68.0,0.0,0,1,0,0,1,0,747560_12816,2017-09-15
26501,79.0,69.2,1017.2,9.2,7.3,14.0,93.9,68.0,0.56,0,1,0,0,0,0,722034_12812,2017-05-22
26502,83.6,74.7,1015.0,9.6,9.8,15.0,91.9,79.0,0.11,0,1,0,0,0,0,722116_12873,2017-06-21
26503,80.0,71.9,1017.3,10.0,4.4,12.0,93.9,72.0,0.0,0,1,0,0,1,0,722040_12838,2017-07-09
26504,82.5,76.0,1010.8,9.7,4.1,13.0,93.0,75.0,0.11,0,1,0,0,0,0,722053_12841,2017-09-07
26505,81.2,71.7,1016.9,10.0,13.2,15.9,86.0,73.9,0.8,0,0,0,0,0,0,722040_12838,2017-10-19
26506,76.2,66.6,1012.9,10.0,4.8,8.9,86.0,72.0,0.1,0,0,0,0,0,0,722016_12896,2017-01-05
26507,82.3,75.9,1012.4,9.5,7.1,13.0,89.1,77.0,0.4,0,1,0,0,0,0,722020_12839,2017-10-13
26508,85.7,67.2,1013.4,10.0,7.8,11.1,91.0,82.0,0.0,0,0,0,0,0,0,722016_12896,2017-09-18
26509,79.7,74.8,1013.6,8.9,5.6,15.9,90.0,75.0,0.47,0,1,0,0,1,0,722024_12882,2017-08-27
26510,79.7,69.9,1009.2,10.0,9.7,19.0,89.1,73.0,0.0,0,1,0,0,1,0,722024_12882,2017-05-05
26511,77.3,74.1,1012.5,9.0,5.0,8.9,82.0,73.4,0.15,0,1,0,0,0,0,722038_12897,2017-06-05
26512,83.2,75.3,1016.3,9.4,5.7,18.1,91.9,75.9,0.1,0,1,0,0,1,0,722038_12897,2017-06-24
26513,81.7,75.5,1018.9,9.5,4.3,8.9,93.0,75.9,0.07,0,1,0,0,0,0,722038_12897,2017-07-06
26514,84.9,71.6,1017.3,9.8,2.2,7.0,99.0,75.0,0.0,0,1,0,0,1,0,999999_63890,2017-07-06
26515,66.0,44.6,1016.2,10.0,8.0,15.0,73.9,60.1,0.0,0,0,0,0,0,0,722116_12873,2017-10-26
26516,75.2,62.2,1018.0,9.2,7.1,14.0,95.0,54.0,0.0,0,0,0,0,0,0,722034_12812,2017-02-07
26517,84.6,75.7,1014.4,9.5,9.5,15.9,93.0,78.1,0.0,0,1,0,0,0,0,722038_12897,2017-06-21
26518,66.9,45.9,1015.8,10.0,7.7,17.1,73.0,63.0,0.0,0,0,0,0,0,0,722104_92806,2017-10-26
26519,60.5,49.5,1014.9,10.0,7.4,12.0,75.0,51.1,0.0,0,0,0,0,0,0,747930_12843,2017-10-26
26520,64.7,43.9,1015.0,10.0,6.8,11.1,73.0,55.9,0.0,0,0,0,0,0,0,722115_12871,2017-10-26
26521,79.5,73.3,1014.7,10.0,3.1,9.9,86.9,74.8,0.0,0,0,0,0,0,0,747750_13846,2017-09-05
26522,82.6,76.7,1013.3,9.9,3.3,8.0,89.1,77.0,0.0,0,1,0,0,0,0,722038_12897,2017-09-14
26523,74.5,62.0,1017.7,10.0,3.9,8.9,89.6,58.8,0.0,0,0,0,0,0,0,747880_12810,2017-05-27
26524,65.1,50.8,1014.9,10.0,5.5,13.0,75.9,55.0,0.72,0,0,0,0,0,0,722039_12885,2017-10-26
26525,66.1,52.5,1014.8,10.0,6.9,15.0,77.0,57.0,0.03,0,0,0,0,0,0,747830_12849,2017-10-26
26526,67.6,52.1,1029.7,10.0,13.3,19.0,73.9,63.0,0.0,0,0,0,0,0,0,722212_92814,2017-03-06
26527,63.0,41.8,1014.1,10.0,6.9,11.1,73.0,55.0,0.0,0,0,0,0,0,0,722213_12819,2017-10-26
26528,78.3,71.9,1014.5,10.0,5.8,13.0,83.8,71.6,0.0,0,0,0,0,0,0,747770_3852,2017-05-19
26529,60.7,51.7,1014.8,10.0,4.1,8.9,73.9,48.9,0.25,0,0,0,0,0,0,722103_12895,2017-10-26
26530,78.7,73.6,1015.9,10.0,2.8,8.9,89.1,73.0,0.0,0,1,0,0,0,0,722011_92813,2017-09-03
26531,58.0,41.4,1016.4,10.0,7.0,11.1,68.0,50.0,0.0,0,0,0,0,0,0,722212_92814,2017-10-26
26532,63.9,48.5,1015.1,10.0,5.4,11.1,73.9,55.9,0.0,0,0,0,0,0,0,722108_12894,2017-10-26
26533,60.4,47.8,1014.9,10.0,6.8,13.0,71.1,52.0,0.0,0,0,0,0,0,0,747870_12834,2017-10-26
26534,62.7,51.1,1020.5,10.0,7.2,15.0,73.0,54.0,0.0,0,0,0,0,0,0,722225_3855,2017-03-11
26535,65.8,51.7,1014.6,10.0,7.7,15.9,79.0,55.9,0.0,0,0,0,0,0,0,722049_92805,2017-10-26
26536,79.0,69.3,1012.0,10.0,3.6,9.9,88.0,73.0,0.0,0,0,0,0,0,0,722210_13858,2017-09-05
26537,64.8,48.5,1015.0,10.0,6.6,14.0,73.9,55.9,0.0,0,0,0,0,0,0,722038_12897,2017-10-26
26538,60.6,39.9,1012.8,10.0,3.2,7.0,73.0,48.0,0.0,0,0,0,0,0,0,722223_13899,2017-10-26
26539,83.1,75.1,1017.8,9.5,5.4,15.0,93.0,77.0,1.38,1,1,0,0,1,0,722038_12897,2017-06-25
26540,76.7,70.7,1017.0,10.0,5.4,9.9,83.5,69.3,0.0,0,0,0,0,0,0,747950_12867,2017-05-27
26541,83.0,73.3,1014.9,10.0,6.4,11.1,93.0,75.9,0.0,0,0,0,0,0,0,722011_92813,2017-06-23
26542,78.7,60.1,1015.2,9.9,3.0,8.9,93.9,64.0,0.0,0,0,0,0,0,0,722011_92813,2017-05-10
26543,81.3,69.5,1014.8,9.9,5.5,11.1,93.2,73.9,0.11,0,1,0,0,0,0,722011_92813,2017-05-22
26544,80.1,75.6,1011.7,9.0,1.4,8.0,89.1,73.4,0.0,0,1,0,0,1,0,722055_12861,2017-10-09
26545,75.6,71.6,1015.4,9.9,3.9,8.9,88.0,64.9,0.0,0,1,0,0,1,0,722039_12885,2017-06-27
26546,78.9,69.5,1017.8,9.8,8.3,15.9,88.0,73.0,0.0,0,0,0,0,0,0,722065_93837,2017-05-19
26547,70.1,57.8,1006.8,9.8,6.0,12.0,82.0,62.1,0.54,0,1,0,0,0,0,999999_53848,2017-03-31
26548,80.5,71.3,1009.7,9.9,4.2,8.9,91.0,73.0,0.0,0,0,0,0,0,0,722055_12861,2017-09-24
26549,81.8,74.8,1015.7,9.7,5.7,28.0,93.0,73.0,0.63,0,1,0,0,1,0,722011_92813,2017-07-10
26550,85.0,73.3,1013.7,8.6,3.9,8.0,96.1,73.9,0.0,0,0,0,0,0,0,999999_63890,2017-06-24
26551,81.8,72.2,1014.0,9.1,4.5,11.1,96.1,62.1,0.0,0,0,0,0,0,0,722055_12861,2017-05-29
26552,82.0,73.9,1011.5,8.9,2.1,11.1,93.0,73.9,0.05,0,1,0,0,0,0,720383_53847,2017-09-04
26553,81.1,74.9,1013.1,9.6,5.3,8.9,89.1,75.9,0.0,0,1,0,0,0,0,722038_12897,2017-09-21
26554,70.9,55.8,1020.4,10.0,6.3,15.0,82.9,60.1,0.0,0,0,0,0,0,0,722011_92813,2017-04-11
26555,69.2,61.8,1015.7,9.6,5.1,12.0,82.0,55.0,0.0,0,0,0,0,0,0,722011_92813,2017-02-21
26556,81.4,71.7,1011.4,10.0,5.5,8.9,93.0,75.0,0.0,0,1,0,0,0,0,722108_12894,2017-09-22
26557,84.2,76.5,1013.5,10.0,4.4,11.1,93.0,75.9,0.44,0,0,0,0,0,0,722029_12888,2017-09-07
26558,61.3,43.1,1013.8,10.0,5.2,11.1,73.0,51.1,0.0,0,0,0,0,0,0,722011_92813,2017-10-26
26559,70.8,64.0,1011.7,9.7,6.5,18.1,84.0,57.9,0.54,0,1,0,0,1,0,722011_92813,2017-02-08
26560,66.0,50.2,1018.9,10.0,10.5,17.1,79.0,46.9,0.0,0,0,0,0,0,0,722057_12854,2017-03-19
26561,86.0,79.6,1018.1,10.0,7.5,11.1,91.9,82.9,0.0,0,1,0,0,1,0,722015_12850,2017-07-25
26562,79.9,71.0,1015.4,10.0,2.3,8.9,87.4,74.7,0.0,0,1,0,0,0,0,747750_13846,2017-06-27
26563,58.1,50.7,1028.2,10.0,4.4,8.9,71.1,42.1,0.0,0,0,0,0,0,0,722011_92813,2017-01-10
26564,75.3,60.2,1017.8,10.0,3.9,11.1,89.1,63.0,0.0,0,0,0,0,0,0,722116_12873,2017-05-27
26565,82.1,72.7,1016.7,9.9,3.5,14.0,93.9,75.9,0.0,0,1,0,0,1,0,722011_92813,2017-07-04
26566,63.9,56.9,1026.2,9.7,3.2,7.0,76.5,50.7,0.0,1,0,0,0,0,0,722210_13858,2017-01-13
26567,80.4,75.7,1012.9,10.0,3.0,9.9,91.9,75.0,0.15,0,1,0,0,1,0,722011_92813,2017-08-13
26568,81.9,74.3,1018.2,9.9,1.7,7.0,93.0,75.0,0.0,0,0,0,0,0,0,722011_92813,2017-07-02
26569,81.6,77.2,1013.6,9.9,6.0,11.1,86.5,77.0,0.0,0,1,0,0,1,0,747770_3852,2017-07-24
26570,78.6,75.2,1017.8,10.0,2.9,11.1,93.9,73.0,1.02,0,1,0,0,1,0,722140_93805,2017-07-14
26571,67.5,60.1,1012.3,9.9,4.6,13.0,84.9,55.9,0.0,0,0,0,0,0,0,722014_12818,2017-01-20
26572,81.6,74.7,1011.2,9.4,4.3,9.9,93.0,73.9,0.31,0,1,0,0,1,0,722034_12812,2017-09-25
26573,56.4,47.8,1019.3,8.1,3.5,11.1,75.0,35.1,0.0,1,0,0,0,0,0,722140_93805,2017-02-01
26574,70.0,58.4,1018.9,9.0,4.7,12.0,84.0,55.9,0.0,1,0,0,0,0,0,722106_12835,2017-03-22
26575,41.8,33.9,1035.6,10.0,7.2,13.0,55.0,28.9,0.0,0,0,0,0,0,0,747820_53860,2017-01-09
26576,51.7,43.5,1012.6,9.8,10.7,17.1,59.0,48.2,0.56,0,1,0,0,0,0,722140_93805,2017-03-14
26577,81.2,69.1,1018.6,9.9,9.6,14.0,87.1,75.0,0.0,0,0,0,0,0,0,722030_12844,2017-05-21
26578,77.6,71.0,1013.8,10.0,2.7,6.0,93.0,70.0,0.0,0,1,0,0,1,0,722215_13884,2017-07-14
26579,82.4,74.7,1016.3,9.7,4.9,15.0,93.0,75.0,0.1,0,1,0,0,0,0,722108_12894,2017-06-24
26580,80.3,73.6,1013.6,9.9,8.3,19.0,90.0,75.0,0.06,0,1,0,0,0,0,747930_12843,2017-08-26
26581,81.4,73.7,1015.2,9.5,2.5,11.1,90.0,75.2,0.0,1,1,0,0,1,0,999999_53848,2017-08-21
26582,83.0,75.8,1013.3,9.8,4.6,9.9,91.9,73.9,0.01,0,0,0,0,0,0,722213_12819,2017-09-15
26583,81.9,73.7,1017.3,10.0,10.6,14.0,87.1,75.9,0.01,0,0,0,0,0,0,722016_12896,2017-04-30
26584,77.6,70.8,1018.2,8.9,5.8,9.9,87.1,72.0,0.0,0,1,0,0,1,0,722212_92814,2017-06-01
26585,79.7,67.2,1015.9,8.6,7.6,13.0,90.0,66.0,0.0,1,0,0,0,0,0,999999_63890,2017-05-18
26586,79.5,72.2,1013.7,10.0,2.7,8.9,88.9,72.7,0.0,0,1,0,0,1,0,722210_13858,2017-07-09
26587,87.4,79.5,1016.0,9.9,5.6,8.9,93.0,80.1,0.0,0,0,0,0,0,0,722016_12896,2017-08-31
26588,85.3,75.6,1011.2,9.6,6.9,18.1,90.0,79.0,0.42,0,1,0,0,1,0,722104_92806,2017-07-30
26589,81.9,73.3,1013.9,10.0,3.6,11.1,93.0,75.0,0.35,0,0,0,0,0,0,722057_12854,2017-08-30
26590,56.9,52.2,1010.5,9.5,3.0,11.1,75.0,44.1,0.0,0,0,0,0,0,0,999999_63871,2017-01-25
26591,77.1,70.4,1011.8,8.2,2.0,11.1,91.9,69.1,0.01,1,1,0,0,0,0,722215_13884,2017-09-03
26592,83.1,78.5,1013.1,9.4,3.4,11.1,89.1,79.0,0.0,0,1,0,0,1,0,722024_12882,2017-09-13
26593,71.4,57.1,1015.3,10.0,4.5,12.0,87.1,57.0,0.0,0,0,0,0,0,0,747560_12816,2017-04-20
26594,65.2,45.9,1014.0,10.0,7.4,11.1,82.0,59.0,0.0,0,0,0,0,0,0,722050_12815,2017-01-27
26595,82.8,75.2,1014.5,10.0,4.1,8.9,88.0,77.0,0.0,0,0,0,0,0,0,722225_3855,2017-08-08
26596,84.5,75.3,1017.9,10.0,7.9,15.9,90.0,75.0,0.22,0,1,0,0,1,1,722010_12836,2017-07-04
26597,67.8,61.0,1006.0,9.3,7.9,15.9,80.1,57.0,0.0,1,1,0,0,1,0,722014_12818,2017-02-22
26598,75.2,65.3,1017.9,10.0,11.0,14.0,80.1,66.9,0.0,0,0,0,0,0,0,747830_12849,2017-02-07
26599,78.5,72.2,1015.1,9.6,5.0,12.0,91.9,73.0,0.0,1,1,0,0,0,0,722106_12835,2017-06-03
26600,82.6,76.0,1016.3,10.0,4.1,8.9,89.1,75.9,0.03,0,0,0,0,0,0,722038_12897,2017-07-23
26601,78.3,71.2,1013.7,9.4,5.2,12.0,87.4,74.3,0.05,1,1,0,0,1,0,722210_13858,2017-06-28
26602,84.2,74.0,1014.2,10.0,6.5,12.0,91.0,77.0,0.02,0,1,0,0,0,0,722039_12885,2017-09-16
26603,81.2,74.2,1018.0,9.7,5.1,14.0,93.0,75.0,0.03,0,1,0,0,1,0,747820_53860,2017-07-01
26604,73.3,64.1,1012.6,9.7,8.6,13.0,82.9,66.9,0.4,0,1,0,0,1,0,722020_12839,2017-03-14
26605,78.6,76.4,1016.0,10.0,6.5,12.0,91.0,73.9,0.0,0,0,0,0,1,0,722200_12832,2017-06-28
26606,62.2,38.7,1013.8,10.0,9.3,15.0,73.4,55.0,0.06,0,1,0,0,0,0,722226_93841,2017-03-02
26607,83.5,76.1,1012.4,10.0,6.7,9.9,88.0,75.9,0.0,0,0,0,0,0,0,722015_12850,2017-06-17
26608,82.9,75.8,1018.9,9.0,4.2,12.0,95.0,75.9,0.0,0,1,0,0,1,0,722106_12835,2017-07-05
26609,70.3,62.0,1024.9,10.0,11.3,18.1,75.9,64.0,0.0,0,0,0,0,0,0,722069_53853,2017-03-24
26610,74.3,63.7,1021.6,10.0,8.3,15.0,89.1,69.1,0.07,0,1,0,0,0,0,722039_12885,2017-03-03
26611,76.2,71.1,1015.0,10.0,4.8,15.0,89.1,72.0,0.03,0,1,0,0,1,0,722057_12854,2017-06-15
26612,83.5,76.6,1014.5,9.9,14.5,22.9,89.1,78.1,0.02,0,1,0,0,0,0,747830_12849,2017-10-02
26613,82.6,70.8,1007.0,9.9,3.9,14.0,93.9,75.0,0.0,0,1,0,0,0,0,747931_12876,2017-09-27
26614,86.0,77.7,1017.2,10.0,6.2,8.9,91.9,82.0,0.0,0,0,0,0,0,0,722016_12896,2017-06-01
26615,80.7,73.2,1012.9,9.7,4.0,14.0,91.0,73.9,0.6,0,1,0,0,0,0,722104_92806,2017-09-30
26616,70.5,58.5,1023.7,9.6,8.7,13.0,84.0,61.0,0.0,0,0,0,0,0,0,722038_12897,2017-03-07
26617,79.9,73.3,1015.6,9.7,7.3,15.9,91.0,75.0,0.0,0,1,0,0,1,0,722065_93837,2017-06-19
26618,72.9,59.3,1007.4,10.0,10.8,15.0,79.0,68.0,0.0,0,0,0,0,0,0,722225_3855,2017-04-26
26619,81.1,77.4,1017.8,10.0,4.1,12.0,91.0,75.9,0.01,0,1,0,0,1,0,722200_12832,2017-08-22
26620,85.8,79.8,1015.3,10.0,7.9,12.0,91.0,81.0,0.23,0,1,0,0,1,0,722015_12850,2017-09-01
26621,70.7,61.4,1014.5,9.7,5.2,14.0,82.9,64.0,0.01,0,1,0,0,0,0,747760_3818,2017-03-26
26622,78.1,72.4,1016.9,9.7,4.2,11.1,87.1,72.0,0.01,0,1,0,0,1,0,722066_3853,2017-06-02
26623,81.2,75.2,1015.0,10.0,3.1,13.0,91.0,73.9,0.0,0,1,0,0,1,0,722200_12832,2017-06-27
26624,79.9,68.7,1014.2,9.7,10.0,19.0,91.0,68.0,0.0,0,0,0,0,0,0,722110_12842,2017-04-03
26625,76.0,69.6,1018.8,10.0,9.8,15.0,82.9,73.0,0.06,0,1,0,0,0,0,722015_12850,2017-03-01
26626,76.9,62.4,1019.3,9.7,11.1,19.0,84.0,71.1,0.05,0,1,0,0,0,0,722039_12885,2017-04-12
26627,84.5,79.0,1015.4,10.0,4.8,15.0,95.0,77.0,0.0,0,1,0,0,1,0,722200_12832,2017-08-18
26628,84.3,76.9,1016.7,8.5,6.0,11.1,90.0,77.0,0.0,0,0,0,0,0,0,722049_92805,2017-05-27
26629,77.5,65.3,1008.6,10.0,9.5,22.9,87.1,61.0,0.0,0,0,0,0,0,0,722039_12885,2017-01-22
26630,77.8,71.2,1017.1,9.8,4.5,8.9,89.1,71.1,0.06,0,0,0,0,0,0,722055_12861,2017-10-22
26631,84.6,75.8,1011.2,9.8,6.6,17.1,93.9,77.0,0.0,0,1,0,0,1,0,722065_93837,2017-08-24
26632,79.0,73.3,1017.7,9.7,7.0,11.1,89.1,73.9,1.79,0,1,0,0,0,0,722115_12871,2017-06-11
26633,82.4,76.5,1009.7,9.3,6.2,13.0,89.1,77.0,0.16,0,1,0,0,1,0,722213_12819,2017-07-29
26634,80.6,71.2,1016.5,9.5,8.7,13.0,93.0,72.0,0.0,0,0,0,0,0,0,722106_12835,2017-05-01
26635,80.7,73.7,1011.5,9.9,4.6,12.0,93.0,73.0,0.0,0,0,0,0,0,0,722057_12854,2017-09-29
26636,82.6,76.0,1012.5,9.8,9.0,18.1,93.0,75.0,0.07,0,0,0,0,0,0,722053_12841,2017-06-21
26637,77.1,71.2,1014.8,10.0,4.8,8.9,82.2,73.8,0.04,0,1,0,0,0,0,722210_13858,2017-06-13
26638,79.7,74.8,1013.5,10.0,2.8,7.0,88.0,72.0,0.0,0,1,0,0,0,0,747560_12816,2017-08-05
26639,70.8,55.9,1005.9,10.0,9.3,14.0,81.0,64.0,0.0,0,1,0,0,0,0,722225_3855,2017-09-12
26640,79.4,74.4,1015.0,9.5,6.2,13.0,87.1,73.9,1.55,0,1,0,0,0,0,722049_92805,2017-08-26
26641,69.7,59.0,1017.0,9.8,5.4,13.0,81.7,61.9,0.0,0,0,0,0,0,0,722210_13858,2017-03-10
26642,78.0,72.0,1013.9,10.0,1.5,6.0,86.0,72.0,0.06,0,1,0,0,0,0,747760_3818,2017-06-01
26643,81.2,74.2,1016.8,10.0,6.7,14.0,88.0,75.9,0.0,0,0,0,0,0,0,747930_12843,2017-06-13
26644,82.7,68.6,1012.5,10.0,8.1,17.1,96.1,68.0,0.0,0,0,0,0,0,0,722053_12841,2017-04-28
26645,64.2,48.5,1015.2,9.8,6.6,8.9,71.1,60.1,0.0,0,0,0,0,0,0,722011_92813,2017-01-27
26646,86.7,74.1,1014.6,10.0,4.2,12.0,95.0,80.1,0.0,0,1,0,0,1,0,722020_12839,2017-08-14
26647,84.9,67.9,1014.2,10.0,7.9,15.9,93.0,75.9,0.0,0,0,0,0,0,0,722039_12885,2017-05-23
26648,84.0,77.5,1016.9,9.7,9.7,15.0,90.0,73.0,0.18,0,1,0,0,0,0,722103_12895,2017-08-07
26649,56.4,47.3,1025.3,8.9,12.3,15.9,68.0,48.0,0.15,0,1,0,0,0,0,747830_12849,2017-01-08
26650,85.2,72.7,1017.8,10.0,7.2,11.1,93.0,81.0,0.0,0,0,0,0,0,0,722037_92809,2017-06-26
26651,81.2,75.4,1017.4,9.8,4.4,13.0,95.0,73.9,0.0,0,1,0,0,1,0,722014_12818,2017-07-14
26652,81.6,71.8,1017.2,10.0,12.4,18.1,88.0,75.9,0.0,0,0,0,0,0,0,722040_12838,2017-05-17
26653,78.8,72.2,1015.9,9.3,4.6,27.0,90.0,72.0,0.95,1,1,0,0,1,0,722065_93837,2017-06-15
26654,79.7,71.4,1016.6,9.9,3.4,9.9,96.1,73.0,0.0,0,1,0,0,1,0,722014_12818,2017-05-21
26655,49.6,40.4,1028.8,10.0,18.6,22.9,57.4,42.6,0.25,0,0,0,0,0,0,747950_12867,2017-01-08
26656,78.9,69.9,1013.1,10.0,5.9,11.1,87.1,73.9,0.0,0,1,0,0,1,0,999999_53848,2017-06-28
26657,71.9,58.6,1022.6,9.7,11.0,15.0,86.0,63.0,0.0,0,0,0,0,0,0,722106_12835,2017-03-03
26658,82.8,77.6,1012.4,10.0,16.2,21.0,89.1,75.0,0.78,0,0,0,0,0,0,722015_12850,2017-06-19
26659,80.6,75.1,1013.3,9.8,8.1,13.0,86.0,75.0,0.37,0,1,0,0,0,0,722039_12885,2017-10-13
26660,55.7,49.3,1022.1,8.3,6.0,11.1,69.1,48.9,0.0,0,0,0,0,0,0,747820_53860,2017-02-05
26661,82.3,75.4,1014.6,10.0,4.8,15.0,95.0,73.0,0.09,0,1,0,0,0,0,722108_12894,2017-08-20
26662,66.5,54.5,1022.2,9.0,2.6,8.9,80.1,55.0,0.0,0,1,0,0,0,0,747820_53860,2017-03-09
26663,84.3,73.7,1017.5,10.0,6.2,12.0,91.0,77.0,0.0,0,1,0,0,1,1,722039_12885,2017-06-29
26664,58.0,50.6,1019.9,7.8,4.6,8.9,69.8,46.4,0.0,1,0,0,0,0,0,747770_3852,2017-02-06
26665,84.3,77.1,1015.1,10.0,13.7,20.0,89.1,82.0,0.0,0,0,0,0,0,0,722015_12850,2017-06-23
26666,82.0,74.5,1017.5,9.7,6.4,15.0,91.0,73.0,0.0,0,1,0,0,1,0,747930_12843,2017-06-01
26667,77.0,73.4,1012.9,9.7,1.7,13.0,90.0,70.0,0.77,0,1,0,0,1,0,999999_63871,2017-09-21
26668,80.3,73.9,1017.8,10.0,3.9,9.9,90.0,73.9,0.13,0,0,0,0,0,0,722066_3853,2017-07-18
26669,62.5,37.5,1018.7,10.0,9.6,15.9,71.6,52.7,0.0,0,0,0,0,0,0,747750_13846,2017-04-07
26670,79.8,71.8,1009.0,10.0,3.1,9.9,93.0,71.1,0.0,0,0,0,0,0,0,747760_3818,2017-06-18
26671,80.7,76.2,1016.3,9.4,5.2,21.0,93.9,73.0,0.03,0,1,0,0,1,0,722053_12841,2017-07-01
26672,74.4,63.0,1018.6,9.4,10.0,15.9,82.0,70.0,0.1,0,1,0,0,0,0,722039_12885,2017-03-26
26673,79.5,72.0,1018.0,9.3,6.7,12.0,91.9,73.0,0.0,0,1,0,0,1,0,722060_13889,2017-05-21
26674,83.2,75.8,1016.3,9.3,4.9,11.1,93.0,75.2,0.0,0,0,0,0,0,0,722106_12835,2017-06-22
26675,80.8,70.3,1011.5,10.0,8.0,17.1,90.0,75.0,0.01,0,0,0,0,0,0,722104_92806,2017-06-09
26676,68.3,61.7,1006.3,9.6,7.8,12.0,80.1,59.0,0.0,0,1,0,0,0,0,722050_12815,2017-02-22
26677,74.7,63.2,1016.9,9.2,4.9,9.9,86.0,64.9,0.0,0,0,0,0,0,0,722053_12841,2017-03-01
26678,84.3,75.1,1014.8,10.0,4.7,9.9,93.9,78.1,0.04,0,0,0,0,0,0,722108_12894,2017-08-08
26679,67.1,61.0,1020.9,9.9,9.4,15.9,73.9,59.9,0.0,0,0,0,0,0,0,722210_13858,2017-03-07
26680,74.1,62.9,1012.4,9.6,5.8,13.0,87.1,64.0,0.0,0,0,0,0,0,0,722226_93841,2017-10-05
26681,83.2,74.5,1014.5,10.0,5.6,11.1,89.1,75.9,0.0,0,0,0,0,0,0,722103_12895,2017-09-16
26682,61.7,53.2,1019.9,10.0,8.0,13.0,70.0,53.1,0.02,0,1,0,0,0,0,722069_53853,2017-03-12
26683,79.6,72.8,1015.7,9.6,3.9,29.9,91.9,71.6,0.0,0,1,0,0,1,0,722050_12815,2017-07-04
26684,80.1,74.0,1016.6,10.0,5.7,20.0,89.1,75.0,0.22,0,1,0,0,0,0,722065_93837,2017-06-20
26685,84.8,76.4,1013.6,10.0,6.0,8.9,90.0,80.1,0.01,0,1,0,0,1,0,722016_12896,2017-10-08
26686,78.8,68.6,1012.4,8.2,3.4,9.9,91.9,66.9,0.0,0,0,0,0,0,0,722014_12818,2017-09-18
26687,83.8,74.9,1010.9,10.0,12.9,18.1,93.0,79.0,0.08,0,0,0,0,0,0,722116_12873,2017-09-09
26688,81.0,74.7,1017.9,10.0,4.6,9.9,89.1,75.0,1.46,0,0,0,0,0,0,722225_3855,2017-07-19
26689,71.2,63.4,1010.0,9.8,9.4,18.1,84.0,59.0,0.49,0,1,0,0,1,0,722053_12841,2017-02-08
26690,82.0,72.7,1006.4,10.0,2.8,8.9,95.0,72.0,0.03,0,0,0,0,1,0,722226_93841,2017-07-28
26691,77.2,63.1,1020.9,10.0,15.5,19.0,82.9,72.0,0.0,0,0,0,0,0,0,747830_12849,2017-04-15
26692,65.4,51.3,1014.9,8.6,12.6,19.0,72.0,55.9,0.01,0,0,0,0,0,0,720735_73805,2017-02-09
26693,82.4,74.6,1017.3,9.2,3.7,13.0,93.0,75.9,0.3,0,1,0,0,1,0,722020_12839,2017-07-18
26694,82.8,74.8,1013.9,10.0,4.3,9.9,88.0,79.0,0.0,0,0,0,0,0,0,722010_12836,2017-10-17
26695,80.1,75.5,1012.8,9.3,7.4,17.1,87.1,75.0,0.0,0,1,0,0,0,0,747830_12849,2017-10-24
26696,81.8,75.0,1011.9,9.4,4.5,15.0,91.0,73.0,1.9,1,1,0,0,1,0,722024_12882,2017-09-26
26697,83.5,72.8,1014.7,9.9,2.7,7.0,90.0,78.1,0.0,0,1,0,0,1,0,722069_53853,2017-09-21
26698,76.5,60.4,1011.6,10.0,9.9,18.1,88.0,64.0,0.0,0,0,0,0,0,0,722212_92814,2017-03-31
26699,82.6,73.5,1015.5,10.0,7.9,15.9,93.0,73.9,0.45,0,1,0,0,1,0,722065_93837,2017-07-24
26700,85.6,76.7,1017.0,10.0,9.3,15.0,91.9,77.0,0.47,0,1,0,0,1,0,722024_12882,2017-08-07
26701,46.1,26.8,1019.6,10.0,10.1,17.1,57.9,35.1,0.0,0,0,0,0,0,0,720383_53847,2017-03-15
26702,81.3,73.4,1019.0,9.7,6.2,15.9,91.9,75.0,0.0,0,1,0,0,0,0,722212_92814,2017-07-03
26703,67.9,60.4,1004.2,9.8,8.2,13.0,79.0,61.0,0.0,0,1,0,0,0,0,747931_12876,2017-02-22
26704,59.1,51.6,1019.5,10.0,6.5,15.9,75.0,46.9,0.0,0,0,0,0,0,0,720735_73805,2017-02-27
26705,77.4,68.3,1014.1,9.8,5.9,15.0,90.0,64.9,0.0,0,0,0,0,0,0,999999_63890,2017-06-10
26706,79.0,72.9,1015.2,10.0,0.9,4.1,91.9,70.0,0.54,0,1,0,0,0,0,999999_63871,2017-09-03
26707,59.2,51.6,1029.1,8.9,4.4,8.9,69.1,45.0,0.0,0,1,0,0,0,0,747930_12843,2017-01-10
26708,82.2,75.6,1014.6,10.0,4.7,8.9,89.1,75.0,0.24,0,0,0,0,0,0,722103_12895,2017-09-15
